epoch,train_loss,val_loss,lr
1,5.763870418988741,5.5664754205820515,5e-05
2,5.549774825267303,5.446047174687288,5e-05
3,5.4707633617596745,5.3876091509449235,5e-05
4,5.4276722993606175,5.35981610356545,5e-05
5,5.400031924859071,5.33920246241044,5e-05
6,5.382193937057104,5.322611619015129,5e-05
7,5.368309134703416,5.311053285793382,5e-05
8,5.356884098052978,5.303264841741445,5e-05
9,5.348704448113074,5.296058197410739,5e-05
10,5.341106960101006,5.291717334669464,5e-05
11,5.334919824355688,5.284227901575517,5e-05
12,5.330222035677005,5.2819333319761315,5e-05
13,5.325343288519444,5.279247877549152,5e-05
14,5.320741483492729,5.273614503899399,5e-05
15,5.317484054809961,5.271860828205031,5e-05
16,5.314639369035379,5.268046286641335,5e-05
17,5.31126389503479,5.265798208664875,5e-05
18,5.308783897986779,5.262745643148617,5e-05
19,5.306491130437607,5.261716093335833,5e-05
20,5.304405821286715,5.260110465847716,5e-05
21,5.30245511226165,5.257142003701658,5e-05
22,5.3000410458980465,5.256668859598588,5e-05
23,5.298557052856837,5.255465789717071,5e-05
24,5.296560731300941,5.253713544534177,5e-05
25,5.295189188688229,5.2514201329678905,5e-05
26,5.293745308655959,5.250826042525622,5e-05
27,5.292615209481655,5.249916426989497,5e-05
28,5.291026800106733,5.24794052085098,5e-05
29,5.2904408772786455,5.24787686309036,5e-05
30,5.2888228673201345,5.246516427215265,5e-05
31,5.287723318735758,5.24630897872302,5e-05
32,5.286916469916319,5.245012409833013,5e-05
33,5.285817230664767,5.2442671571459085,5e-05
34,5.284998646760598,5.244078344228316,5e-05
35,5.284060050279666,5.24380350112915,5e-05
36,5.28362017655984,5.24256925193631,5e-05
37,5.282610664612208,5.241324103608424,5e-05
38,5.281966587213369,5.243155722715417,5e-05
39,5.28100386766287,5.240646133617479,5e-05
40,5.280647786458333,5.238867093105705,5e-05
41,5.279595211224678,5.239341346585021,5e-05
42,5.279027514579969,5.238435886344131,5e-05
43,5.278508172891079,5.2380616664886475,5e-05
44,5.277946179952377,5.237315742336974,5e-05
45,5.277111710034884,5.236630960386627,5e-05
46,5.2768646191328,5.236830643245152,5e-05
47,5.276088993365948,5.236762479859955,5e-05
48,5.276150396542671,5.235323146897919,5e-05
49,5.275449894636106,5.2356206202993585,5e-05
50,5.275352687102098,5.235001413189635,5e-05
51,5.274723466237386,5.2359146682583555,5e-05
52,5.274609910524808,5.234149699308435,5e-05
53,5.274199478442853,5.235182358294117,5e-05
54,5.273468600786649,5.233680608321209,5e-05
55,5.273457763133905,5.23383785753834,5e-05
56,5.272936457854051,5.233264008346869,5e-05
57,5.27239617567796,5.2327374341536546,5e-05
58,5.272116910494291,5.232884119968025,5e-05
59,5.271995381819896,5.232505579384005,5e-05
60,5.271845351732694,5.233107761460907,5e-05
61,5.271624960043492,5.2323459557124545,5e-05
62,5.270620429210174,5.231455540170475,5e-05
63,5.270742041025406,5.23167373696152,5e-05
64,5.270571714792496,5.232208383326628,5e-05
65,5.270122821514423,5.231236686511916,5e-05
66,5.269739910272452,5.231746921733934,5e-05
67,5.269883411358564,5.2300986027231025,5e-05
68,5.269459311167399,5.230393312415298,5e-05
69,5.269141166638105,5.229991251108598,5e-05
70,5.269002865522336,5.230503559112549,5e-05
71,5.26905336013207,5.230492134483493,5e-05
72,5.268925752395239,5.230516944612775,5e-05
73,5.268512451954377,5.229411621483004,5e-05
74,5.268330841798049,5.2294005082578074,5e-05
75,5.268222284317017,5.229187887542102,5e-05
76,5.267917390970084,5.22982737969379,5e-05
77,5.268025957009731,5.229682464988864,5e-05
78,5.267568496557383,5.229976887605628,5e-05
79,5.267375986392682,5.22833564816689,5e-05
80,5.267537701435578,5.228084126297309,5e-05
81,5.267543226633316,5.228618354213481,5e-05
82,5.267111514164851,5.229633817867357,5e-05
83,5.26677366281167,5.229594055487185,5e-05
84,5.2670321880242765,5.2286334135094465,5e-05
85,5.267125864517994,5.2280048545526,5e-05
86,5.267082313390879,5.228751323661026,5e-05
87,5.266925063500038,5.228288932722442,5e-05
88,5.266736917006663,5.229497335395035,5e-05
89,5.266712103134546,5.227842603410993,5e-05
90,5.266874444179046,5.227191516331264,5e-05
91,5.266840338095641,5.228015807210182,5e-05
92,5.26625633362012,5.227082515249447,5e-05
93,5.266250719168247,5.2275940155496405,5e-05
94,5.266622740183121,5.227211791641858,5e-05
95,5.266489466642722,5.227479496780707,5e-05
96,5.266142313296978,5.227648822628722,5e-05
97,5.266978389788896,5.227787713615262,5e-05
98,5.266454796913343,5.226960138398773,5e-05
99,5.266786530078986,5.22695466936851,5e-05
100,5.266585083496876,5.227742399488177,5e-05
