epoch,train_loss,val_loss,lr
1,5.775658535346007,5.585161072867257,5e-05
2,5.572155086810772,5.465251659860416,5e-05
3,5.490814709052062,5.408773587674511,5e-05
4,5.447203044402293,5.377787838176805,5e-05
5,5.420330380170773,5.360491908326441,5e-05
6,5.402181827105009,5.344924542368675,5e-05
7,5.388341022149111,5.333351996480202,5e-05
8,5.37747619335468,5.324720372959059,5e-05
9,5.369376398966863,5.317919482990187,5e-05
10,5.362132336543157,5.31280305920815,5e-05
11,5.356207751005124,5.306188544448541,5e-05
12,5.350489896383041,5.301084635209064,5e-05
13,5.345900187125573,5.297684693823055,5e-05
14,5.342376921727107,5.295449368807734,5e-05
15,5.338628790928767,5.291707637358685,5e-05
16,5.335919382633307,5.291074782001729,5e-05
17,5.333101756756122,5.287118361920727,5e-05
18,5.330840987425584,5.2872059442559065,5e-05
19,5.328386111137195,5.28298037879321,5e-05
20,5.326334703885592,5.282793560806586,5e-05
21,5.324022599978325,5.280057765999619,5e-05
22,5.322471853402945,5.278796775000436,5e-05
23,5.320857441730988,5.277838604790824,5e-05
24,5.319207642628596,5.276138641396347,5e-05
25,5.317763472826053,5.27549181665693,5e-05
26,5.316366547804613,5.27347562264423,5e-05
27,5.315492933224409,5.2728559338316625,5e-05
28,5.313935987765973,5.272742519573289,5e-05
29,5.313110153491681,5.272038576554279,5e-05
30,5.311579306920369,5.270493035413781,5e-05
31,5.31097915111444,5.2692526700545335,5e-05
32,5.309718546500573,5.27006426149485,5e-05
33,5.309139755444649,5.26734141914212,5e-05
34,5.308016393123529,5.266703722428303,5e-05
35,5.307325526995537,5.2666588705413195,5e-05
36,5.306333643350846,5.26566295721093,5e-05
37,5.305703889406645,5.265256224846353,5e-05
38,5.304813518279638,5.2638161620315245,5e-05
39,5.304247571260501,5.262857004087799,5e-05
40,5.303284064317361,5.262464085403754,5e-05
41,5.302640727850107,5.263747633719931,5e-05
42,5.302137747789041,5.262239358863052,5e-05
43,5.301732936272255,5.261370960547,5e-05
44,5.301004568735759,5.261930645728598,5e-05
45,5.3001738756130905,5.261220304333434,5e-05
46,5.300075022379557,5.260207988777939,5e-05
47,5.299204212579972,5.259720393589565,5e-05
48,5.2989876245841,5.259672743933542,5e-05
49,5.298182582855224,5.259846682451209,5e-05
50,5.297938631742428,5.258261286482519,5e-05
51,5.297804431426219,5.258980566141557,5e-05
52,5.297181816590138,5.257926955515025,5e-05
53,5.2971911173600414,5.2574228267280425,5e-05
54,5.296598771902231,5.258439604116946,5e-05
55,5.296065677740635,5.25707499834956,5e-05
56,5.295520952420357,5.256299398383316,5e-05
57,5.295617840840266,5.257344927106585,5e-05
58,5.294945286481808,5.255941313140246,5e-05
59,5.295076847076416,5.2568173651792565,5e-05
60,5.294421710723486,5.25559866185091,5e-05
61,5.2942451929434755,5.2548349974106765,5e-05
62,5.293803387421828,5.256138908619783,5e-05
63,5.293567773623344,5.254688652194276,5e-05
64,5.293263539289817,5.254562236824814,5e-05
65,5.29280820504213,5.2542732345814604,5e-05
66,5.292877354988685,5.254959023728663,5e-05
67,5.2923518718817295,5.254326616014753,5e-05
68,5.292330505909064,5.255405211935238,5e-05
69,5.292334814560719,5.253869791420138,5e-05
70,5.292179306959494,5.25444060442399,5e-05
71,5.291804174276499,5.253177905569271,5e-05
72,5.291966444406754,5.25354772197957,5e-05
73,5.291522546914908,5.253832933854084,5e-05
74,5.291542131472856,5.253969513640111,5e-05
75,5.291185776392619,5.252721445901053,5e-05
76,5.290959742130378,5.254359483718872,5e-05
77,5.291174910618708,5.252372211339522,5e-05
78,5.290805465747148,5.252721956798008,5e-05
79,5.290482195829734,5.2518370443460896,5e-05
80,5.291048195423224,5.252012573942846,5e-05
81,5.290248539508918,5.252767421761337,5e-05
82,5.290294064008273,5.251706478547077,5e-05
83,5.290157649455926,5.251966719724694,5e-05
84,5.289970707282042,5.252240516701523,5e-05
85,5.290051911427424,5.252986625749237,5e-05
86,5.290044868909396,5.250886819800552,5e-05
87,5.289871409000495,5.251883516506273,5e-05
88,5.289636728091118,5.253042430293803,5e-05
89,5.289852158228556,5.251349857875279,5e-05
90,5.289904475823427,5.251404411938726,5e-05
91,5.29014646089994,5.251539162227085,5e-05
92,5.290099379955194,5.252182011701623,5e-05
93,5.2899943449558355,5.2524513711734695,5e-05
94,5.289747367761074,5.252466834321314,5e-05
95,5.289948932941144,5.251683274093939,5e-05
96,5.289873335911677,5.251402441336184,5e-05
97,5.289853032430013,5.252961620992544,5e-05
98,5.289907060525356,5.25165166660231,5e-05
99,5.289963993659386,5.252071696884778,5e-05
100,5.290106362562913,5.252121735592278,5e-05
