epoch,tau_phys_mean,tau_phys_median,tau_phys_min,tau_phys_max,tau_phys_count
1,0.6047880053520203,0.60447758436203,0.6019736528396606,0.6118420958518982,488.0
2,0.6048122644424438,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
3,0.6047807931900024,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
4,0.6047889590263367,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
5,0.6047993302345276,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
6,0.6048139333724976,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
7,0.6048100590705872,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
8,0.6047937273979187,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
9,0.6047854423522949,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
10,0.6047859787940979,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
11,0.6048120260238647,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
12,0.604794442653656,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
13,0.6047810912132263,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
14,0.6048136353492737,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
15,0.6048017740249634,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
16,0.6048084497451782,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
17,0.6047849059104919,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
18,0.6047834157943726,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
19,0.6047941446304321,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
20,0.6047913432121277,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
21,0.6048024296760559,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
22,0.6047782897949219,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
23,0.6048041582107544,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
24,0.6047940254211426,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
25,0.6047965884208679,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
26,0.604788601398468,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
27,0.6047963500022888,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
28,0.6047994494438171,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
29,0.6047815084457397,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
30,0.604796290397644,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
31,0.6047791242599487,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
32,0.604788064956665,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
33,0.604810893535614,0.60447758436203,0.6019736528396606,0.6118420958518982,488.0
34,0.6048153638839722,0.6048387289047241,0.6017441749572754,0.6118420958518982,488.0
35,0.604799747467041,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
36,0.604795515537262,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
37,0.6048070192337036,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
38,0.6047943234443665,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
39,0.6048026084899902,0.60447758436203,0.6016483306884766,0.6118420958518982,488.0
40,0.6048104166984558,0.6048387289047241,0.6017441749572754,0.6118420958518982,488.0
41,0.6048120856285095,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
42,0.6047786474227905,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
43,0.6047973036766052,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
44,0.6047889590263367,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
45,0.6048011183738708,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
46,0.6047964692115784,0.60447758436203,0.6016483306884766,0.6118420958518982,488.0
47,0.6047877073287964,0.60447758436203,0.6019736528396606,0.6118420958518982,488.0
48,0.604807436466217,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
49,0.6048110127449036,0.6048387289047241,0.6019736528396606,0.6118420958518982,488.0
50,0.6048182249069214,0.6048387289047241,0.6019736528396606,0.6118420958518982,488.0
51,0.604782223701477,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
52,0.6047934889793396,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
53,0.6047931909561157,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
54,0.6047677993774414,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
55,0.6047970056533813,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
56,0.6047872304916382,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
57,0.6048060655593872,0.60447758436203,0.6019736528396606,0.6118420958518982,488.0
58,0.6047885417938232,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
59,0.60479336977005,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
60,0.6048024296760559,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
61,0.6047801375389099,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
62,0.6047796010971069,0.60447758436203,0.6000000238418579,0.6118420958518982,488.0
63,0.604799211025238,0.6048387289047241,0.6018518209457397,0.6118420958518982,488.0
64,0.6048048734664917,0.6048387289047241,0.6017441749572754,0.6118420958518982,488.0
65,0.6048197746276855,0.60447758436203,0.6019736528396606,0.6118420958518982,488.0
66,0.6047963500022888,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
67,0.604794979095459,0.60447758436203,0.6019736528396606,0.6118420958518982,488.0
68,0.6047953367233276,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
69,0.6047779321670532,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
70,0.6048040986061096,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
71,0.6047886610031128,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
72,0.6047983765602112,0.6048387289047241,0.6016483306884766,0.6118420958518982,488.0
73,0.6047932505607605,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
74,0.6047956347465515,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
75,0.6048010587692261,0.60447758436203,0.6017441749572754,0.6118420958518982,488.0
76,0.6047987937927246,0.60447758436203,0.6018518209457397,0.6118420958518982,488.0
77,0.6048031449317932,0.6048387289047241,0.6017441749572754,0.6118420958518982,488.0
78,0.6047800183296204,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
79,0.6047860980033875,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
80,0.6047875285148621,0.6048387289047241,0.6000000238418579,0.6118420958518982,488.0
