epoch,tau_phys_mean,tau_phys_median,tau_phys_min,tau_phys_max,tau_phys_count
1,1.7134541273117065,1.7135499715805054,1.670051097869873,1.8286230564117432,488.0
2,1.7134897708892822,1.713820457458496,1.6695564985275269,1.8286230564117432,488.0
3,1.7134071588516235,1.7142374515533447,1.670051097869873,1.8286230564117432,488.0
4,1.7134476900100708,1.7142508029937744,1.6687920093536377,1.8286230564117432,488.0
5,1.713590383529663,1.7137625217437744,1.670051097869873,1.8286230564117432,488.0
6,1.7135361433029175,1.7133980989456177,1.670051097869873,1.8286230564117432,488.0
7,1.713282823562622,1.7137095928192139,1.6621814966201782,1.8286230564117432,488.0
8,1.7134549617767334,1.7129687070846558,1.670051097869873,1.8286230564117432,488.0
9,1.7133235931396484,1.7129687070846558,1.670051097869873,1.8286230564117432,488.0
10,1.7135533094406128,1.7137744426727295,1.670051097869873,1.8286230564117432,488.0
11,1.7135249376296997,1.7131502628326416,1.670051097869873,1.8286230564117432,488.0
12,1.713451623916626,1.7136389017105103,1.670051097869873,1.8286230564117432,488.0
13,1.713668704032898,1.714044451713562,1.6669561862945557,1.8286230564117432,488.0
14,1.7134681940078735,1.713157057762146,1.6688413619995117,1.8286230564117432,488.0
15,1.7133235931396484,1.7134145498275757,1.670051097869873,1.8286230564117432,488.0
16,1.7133657932281494,1.7132692337036133,1.6697169542312622,1.8286230564117432,488.0
17,1.7135484218597412,1.7135188579559326,1.670051097869873,1.8286230564117432,488.0
18,1.7134928703308105,1.7137272357940674,1.670051097869873,1.8286230564117432,488.0
19,1.7134661674499512,1.7137091159820557,1.670051097869873,1.8286230564117432,488.0
20,1.7134675979614258,1.7139350175857544,1.670051097869873,1.8286230564117432,488.0
21,1.7134681940078735,1.7135032415390015,1.670051097869873,1.8286230564117432,488.0
22,1.7133759260177612,1.7132521867752075,1.670051097869873,1.8286230564117432,488.0
23,1.7135486602783203,1.7144715785980225,1.670051097869873,1.8286230564117432,488.0
24,1.7133220434188843,1.7134010791778564,1.670051097869873,1.8286230564117432,488.0
25,1.713449478149414,1.7129687070846558,1.670051097869873,1.8286230564117432,488.0
26,1.7134559154510498,1.7132070064544678,1.670051097869873,1.8286230564117432,488.0
27,1.7137064933776855,1.713700294494629,1.670051097869873,1.8286230564117432,488.0
28,1.7137157917022705,1.7138557434082031,1.670051097869873,1.8286230564117432,488.0
29,1.7135990858078003,1.7139884233474731,1.670051097869873,1.8286230564117432,488.0
30,1.7134548425674438,1.7134714126586914,1.670051097869873,1.8286230564117432,488.0
31,1.7135448455810547,1.7142146825790405,1.670051097869873,1.8286230564117432,488.0
32,1.7134679555892944,1.7139886617660522,1.670051097869873,1.8286230564117432,488.0
33,1.713528037071228,1.7138557434082031,1.670051097869873,1.8286230564117432,488.0
34,1.7136486768722534,1.7139854431152344,1.670051097869873,1.8286230564117432,488.0
35,1.713396430015564,1.71392822265625,1.670051097869873,1.8286230564117432,488.0
36,1.7134969234466553,1.7129719257354736,1.670051097869873,1.8286230564117432,488.0
37,1.7136656045913696,1.7148226499557495,1.670051097869873,1.8286230564117432,488.0
38,1.7134367227554321,1.7128041982650757,1.670051097869873,1.8286230564117432,488.0
39,1.7133859395980835,1.713311791419983,1.670051097869873,1.8286230564117432,488.0
40,1.7137115001678467,1.7136940956115723,1.670051097869873,1.8286230564117432,488.0
41,1.7131500244140625,1.7132275104522705,1.670051097869873,1.8286230564117432,488.0
42,1.713404655456543,1.7132922410964966,1.665199875831604,1.8286230564117432,488.0
43,1.7134824991226196,1.7134037017822266,1.660256266593933,1.8286230564117432,488.0
44,1.7135117053985596,1.714203953742981,1.670051097869873,1.8286230564117432,488.0
45,1.7135014533996582,1.7138557434082031,1.670051097869873,1.8286230564117432,488.0
46,1.7135028839111328,1.7138557434082031,1.670051097869873,1.8286230564117432,488.0
47,1.713739275932312,1.7138557434082031,1.670051097869873,1.8286230564117432,488.0
48,1.7135438919067383,1.7127470970153809,1.670051097869873,1.8286230564117432,488.0
49,1.7134695053100586,1.7129580974578857,1.6580531597137451,1.8286230564117432,488.0
50,1.7133371829986572,1.7126985788345337,1.6660382747650146,1.8286230564117432,488.0
51,1.713313102722168,1.7136168479919434,1.670051097869873,1.8286230564117432,488.0
52,1.7136073112487793,1.7151374816894531,1.6685179471969604,1.8286230564117432,488.0
53,1.7133594751358032,1.7131106853485107,1.670051097869873,1.8286230564117432,488.0
54,1.7134661674499512,1.7135151624679565,1.670051097869873,1.8286230564117432,488.0
55,1.7132899761199951,1.7135862112045288,1.670051097869873,1.8286230564117432,488.0
56,1.7135074138641357,1.7134790420532227,1.670051097869873,1.8286230564117432,488.0
57,1.713438868522644,1.713673710823059,1.670051097869873,1.8286230564117432,488.0
58,1.7135305404663086,1.7133272886276245,1.670051097869873,1.8286230564117432,488.0
59,1.713497281074524,1.713420033454895,1.670051097869873,1.8286230564117432,488.0
60,1.7134977579116821,1.7138503789901733,1.670051097869873,1.8286230564117432,488.0
61,1.7134816646575928,1.713466763496399,1.670051097869873,1.8286230564117432,488.0
62,1.7136527299880981,1.7136865854263306,1.670051097869873,1.8286230564117432,488.0
63,1.713600993156433,1.71351957321167,1.670051097869873,1.8286230564117432,488.0
64,1.7136379480361938,1.7141461372375488,1.6653168201446533,1.8286230564117432,488.0
65,1.713475227355957,1.7133088111877441,1.6660419702529907,1.8286230564117432,488.0
66,1.7135497331619263,1.7137316465377808,1.6616710424423218,1.8286230564117432,488.0
67,1.713602066040039,1.7140835523605347,1.670051097869873,1.8286230564117432,488.0
68,1.7135543823242188,1.713416576385498,1.6695003509521484,1.8286230564117432,488.0
69,1.713517665863037,1.713318943977356,1.6667747497558594,1.8286230564117432,488.0
70,1.7135109901428223,1.713107943534851,1.670051097869873,1.8286230564117432,488.0
71,1.7135868072509766,1.7136117219924927,1.670051097869873,1.8286230564117432,488.0
72,1.7133783102035522,1.713541030883789,1.6635702848434448,1.8286230564117432,488.0
73,1.7133443355560303,1.7133616209030151,1.670051097869873,1.8286230564117432,488.0
74,1.7136150598526,1.7138557434082031,1.6628526449203491,1.8286230564117432,488.0
75,1.7133296728134155,1.713902235031128,1.670051097869873,1.8286230564117432,488.0
76,1.7133545875549316,1.7137295007705688,1.666006088256836,1.8286230564117432,488.0
77,1.7133986949920654,1.7140012979507446,1.670051097869873,1.8286230564117432,488.0
78,1.7134137153625488,1.7149784564971924,1.6657729148864746,1.8286230564117432,488.0
79,1.7133747339248657,1.7136844396591187,1.670051097869873,1.8286230564117432,488.0
80,1.7134755849838257,1.7135671377182007,1.670051097869873,1.8286230564117432,488.0
81,1.7135478258132935,1.7138112783432007,1.670051097869873,1.8286230564117432,488.0
82,1.713484764099121,1.7141337394714355,1.670051097869873,1.8286230564117432,488.0
83,1.713407278060913,1.713313341140747,1.670051097869873,1.8286230564117432,488.0
84,1.7134531736373901,1.7129687070846558,1.670051097869873,1.8286230564117432,488.0
85,1.7133948802947998,1.7138038873672485,1.669962763786316,1.8286230564117432,488.0
86,1.7134993076324463,1.7136390209197998,1.6688120365142822,1.8286230564117432,488.0
87,1.7131178379058838,1.7133393287658691,1.670051097869873,1.8286230564117432,488.0
88,1.7137043476104736,1.7146941423416138,1.670051097869873,1.8286230564117432,488.0
89,1.7133363485336304,1.7136441469192505,1.664939284324646,1.8286230564117432,488.0
90,1.7135065793991089,1.7135207653045654,1.670051097869873,1.8286230564117432,488.0
91,1.7136168479919434,1.7138557434082031,1.6638009548187256,1.8286230564117432,488.0
92,1.7136578559875488,1.7137795686721802,1.670051097869873,1.8286230564117432,488.0
93,1.7135294675827026,1.7136963605880737,1.670051097869873,1.8286230564117432,488.0
94,1.713383674621582,1.7138062715530396,1.6533924341201782,1.8286230564117432,488.0
95,1.7137081623077393,1.7138557434082031,1.670051097869873,1.8286230564117432,488.0
96,1.7136290073394775,1.7136094570159912,1.670051097869873,1.8286230564117432,488.0
97,1.7137428522109985,1.7141560316085815,1.670051097869873,1.8286230564117432,488.0
98,1.7133185863494873,1.7131502628326416,1.670051097869873,1.8286230564117432,488.0
99,1.7135943174362183,1.7141566276550293,1.670051097869873,1.8286230564117432,488.0
100,1.7134023904800415,1.713049054145813,1.670051097869873,1.8286230564117432,488.0
