epoch,train_loss,val_loss,lr
1,5.752938233889067,5.558571109966356,5e-05
2,5.530846956448677,5.412423416059845,5e-05
3,5.436608502803705,5.344275883265904,5e-05
4,5.38587358548091,5.30371567667747,5e-05
5,5.350413372577765,5.272853316092978,5e-05
6,5.324974983166426,5.250094807877833,5e-05
7,5.305504235243186,5.232755505308813,5e-05
8,5.290062718513685,5.219213106194321,5e-05
9,5.277438471867488,5.2098687035696845,5e-05
10,5.266979815409734,5.197121795342893,5e-05
11,5.25767420010689,5.187285963369876,5e-05
12,5.250047971040774,5.180827894989325,5e-05
13,5.2423333437014845,5.174107283962016,5e-05
14,5.236311169159718,5.168082748140607,5e-05
15,5.230501688443697,5.162791952794912,5e-05
16,5.2256462280566875,5.158613530956969,5e-05
17,5.22137973736494,5.15399313459591,5e-05
18,5.217239985099206,5.150916211459101,5e-05
19,5.213314168881148,5.1472785278242466,5e-05
20,5.2098299442193445,5.142778785861268,5e-05
21,5.206875908680451,5.139866376409725,5e-05
22,5.203646021622878,5.136410800778136,5e-05
23,5.2007027222560005,5.134788668885523,5e-05
24,5.19844430409945,5.131833733344565,5e-05
25,5.195745647870577,5.128843443734305,5e-05
26,5.193811673384446,5.126643647952956,5e-05
27,5.1913270546839785,5.125252217662577,5e-05
28,5.189111685141539,5.122926960186082,5e-05
29,5.1870822392977205,5.120641056372195,5e-05
30,5.185229836977445,5.119504913991811,5e-05
31,5.183332604628343,5.11677589708445,5e-05
32,5.1815109032851,5.115587633483264,5e-05
33,5.179876347077198,5.114067330652354,5e-05
34,5.178369128398407,5.112156250038925,5e-05
35,5.176473338787372,5.1101134893845535,5e-05
36,5.175519939569327,5.111016005885844,5e-05
37,5.174493528023744,5.108203055907269,5e-05
38,5.1726647988343855,5.10615213549867,5e-05
39,5.1714364467523035,5.105477853697174,5e-05
40,5.169995004702837,5.105648152682246,5e-05
41,5.169251268337934,5.102944651428534,5e-05
42,5.167673946038271,5.101838924446884,5e-05
43,5.166965565314659,5.101871787285318,5e-05
44,5.165742746988932,5.100149568246335,5e-05
45,5.164197045106154,5.0990563168817635,5e-05
46,5.164231123068394,5.098363151355666,5e-05
47,5.162604649861653,5.0969187678123005,5e-05
48,5.1617333216544905,5.096120235871296,5e-05
49,5.160954323793069,5.0958394031135406,5e-05
50,5.160034502469577,5.095754005471054,5e-05
51,5.159753058506892,5.094150494556038,5e-05
52,5.15823621627612,5.093795440634903,5e-05
53,5.157669078386747,5.092373950140817,5e-05
54,5.157631271313399,5.091533130528975,5e-05
55,5.156534564189422,5.090944942162961,5e-05
56,5.155708282421797,5.090502169667458,5e-05
57,5.155391046328423,5.090182474681309,5e-05
58,5.154946143810566,5.089102248756253,5e-05
59,5.1541607074248486,5.088456153869629,5e-05
60,5.153449053642078,5.0882099793881785,5e-05
61,5.152674159025534,5.088258052358822,5e-05
62,5.152532884402153,5.087134706730745,5e-05
63,5.151682724096836,5.087154548995349,5e-05
64,5.151067046630077,5.085199915632909,5e-05
65,5.150761685004601,5.08485789688266,5e-05
66,5.150218695860643,5.086346918222856,5e-05
67,5.149733072672134,5.08407144157254,5e-05
68,5.149669746252207,5.083992802366918,5e-05
69,5.148951408190605,5.085634387269312,5e-05
70,5.148520413423196,5.083431414195469,5e-05
71,5.1478829824007475,5.08230640936871,5e-05
72,5.147132666905721,5.081511804035732,5e-05
73,5.146785967166608,5.082228835748166,5e-05
74,5.146795390202449,5.082151330247218,5e-05
75,5.146396024410541,5.081674780164446,5e-05
76,5.145831487117669,5.08080759340403,5e-05
77,5.145756309460371,5.080450739179339,5e-05
78,5.145148252829527,5.081728565449617,5e-05
79,5.145338284663665,5.0799117185631575,5e-05
80,5.144537016061636,5.080941151599495,5e-05
81,5.144361328467345,5.0795808081724205,5e-05
82,5.14425528110602,5.079513262729256,5e-05
83,5.144214171629685,5.079410017753134,5e-05
84,5.143517664151314,5.078010826694722,5e-05
85,5.143674223239605,5.078501467802087,5e-05
86,5.143097371321458,5.078551019941058,5e-05
87,5.1432626981001635,5.078684524613983,5e-05
88,5.142575707802406,5.078520696990344,5e-05
89,5.142483948438596,5.077097824641636,5e-05
90,5.142201424867679,5.0774276159247576,5e-05
91,5.142231730925731,5.0763117245265414,5e-05
92,5.142092675429124,5.076702502309059,5e-05
93,5.141786812513303,5.0764481291479,5e-05
94,5.141959284513424,5.076762223730282,5e-05
95,5.14135097356943,5.076946097977308,5e-05
96,5.140764245008811,5.075948977956966,5e-05
97,5.140982766029162,5.07529751621947,5e-05
98,5.141021926586444,5.0752853276778245,5e-05
99,5.141048680818998,5.077517402415373,5e-05
100,5.140540085083399,5.076940852768567,5e-05
