epoch,tau_phys_mean,tau_phys_median,tau_phys_min,tau_phys_max,tau_phys_count
1,0.6047823429107666,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
2,0.6047865152359009,0.6048387289047241,0.6000000238418579,0.6098901033401489,488.0
3,0.6047826409339905,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
4,0.6048251390457153,0.60447758436203,0.6019736528396606,0.6098901033401489,488.0
5,0.604772686958313,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
6,0.6048011183738708,0.6048387289047241,0.6019736528396606,0.6098901033401489,488.0
7,0.6047837138175964,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
8,0.6048054099082947,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
9,0.6047793030738831,0.6048387289047241,0.6000000238418579,0.6098901033401489,488.0
10,0.6048035025596619,0.6048387289047241,0.6000000238418579,0.6098901033401489,488.0
11,0.6047901511192322,0.6045918464660645,0.6000000238418579,0.6098901033401489,488.0
12,0.6047829985618591,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
13,0.6047720909118652,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
14,0.604789137840271,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
15,0.6048012375831604,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
16,0.6047974824905396,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
17,0.6047930121421814,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
18,0.6047849655151367,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
19,0.6047852039337158,0.6048387289047241,0.6017441749572754,0.6098901033401489,488.0
20,0.6047809720039368,0.6048387289047241,0.6019736528396606,0.6098901033401489,488.0
21,0.6047802567481995,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
22,0.604784369468689,0.6048387289047241,0.6017441749572754,0.6098901033401489,488.0
23,0.6048036813735962,0.60447758436203,0.6019736528396606,0.6098901033401489,488.0
24,0.6047848463058472,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
25,0.6047829389572144,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
26,0.6047948598861694,0.60447758436203,0.6019736528396606,0.6098901033401489,488.0
27,0.6047854423522949,0.6048387289047241,0.6000000238418579,0.6098901033401489,488.0
28,0.6047934889793396,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
29,0.6047983765602112,0.6048387289047241,0.6017441749572754,0.6098901033401489,488.0
30,0.6047912240028381,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
31,0.6048068404197693,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
32,0.6047881841659546,0.60447758436203,0.6019736528396606,0.6098901033401489,488.0
33,0.604790449142456,0.6048387289047241,0.5982142686843872,0.6098901033401489,488.0
34,0.6047905087471008,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
35,0.6047866344451904,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
36,0.6048046946525574,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
37,0.6047809720039368,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
38,0.6047967672348022,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
39,0.6047896146774292,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
40,0.6047871708869934,0.6048387289047241,0.6000000238418579,0.6098901033401489,488.0
41,0.6047990322113037,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
42,0.6047958135604858,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
43,0.6047863960266113,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
44,0.6047873497009277,0.6048387289047241,0.6017441749572754,0.6098901033401489,488.0
45,0.6047813892364502,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
46,0.6047792434692383,0.6048387289047241,0.6016483306884766,0.6098901033401489,488.0
47,0.6048038601875305,0.6048387289047241,0.6017441749572754,0.6098901033401489,488.0
48,0.6047874689102173,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
49,0.6047711968421936,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
50,0.604789137840271,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
51,0.6047707796096802,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
52,0.6047745943069458,0.6048387289047241,0.6017441749572754,0.6098901033401489,488.0
53,0.6047989726066589,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
54,0.6047763228416443,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
55,0.6048077940940857,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
56,0.6047748923301697,0.60447758436203,0.6019736528396606,0.6098901033401489,488.0
57,0.6048062443733215,0.6048387289047241,0.6000000238418579,0.6098901033401489,488.0
58,0.6047908663749695,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
59,0.6047951579093933,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
60,0.6047836542129517,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
61,0.6047924757003784,0.60447758436203,0.6019736528396606,0.6098901033401489,488.0
62,0.6048009395599365,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
63,0.6047812700271606,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
64,0.604778528213501,0.6048387289047241,0.6017441749572754,0.6098901033401489,488.0
65,0.6047989726066589,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
66,0.6047930121421814,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
67,0.6047859191894531,0.60447758436203,0.6016483306884766,0.6098901033401489,488.0
68,0.6047963500022888,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
69,0.6047853231430054,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
70,0.6047884225845337,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
71,0.6047929525375366,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
72,0.6047826409339905,0.6048387289047241,0.6017441749572754,0.6098901033401489,488.0
73,0.604788601398468,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
74,0.6048031449317932,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
75,0.604795515537262,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
76,0.6047797799110413,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
77,0.6047830581665039,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
78,0.6047729253768921,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
79,0.6048097610473633,0.6048387289047241,0.6000000238418579,0.6098901033401489,488.0
80,0.604777455329895,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
81,0.6047967672348022,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
82,0.6047719120979309,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
83,0.6047736406326294,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
84,0.6047762632369995,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
85,0.6047874093055725,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
86,0.6047804355621338,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
87,0.6047828197479248,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
88,0.6047753095626831,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
89,0.6047652363777161,0.60447758436203,0.6019736528396606,0.6098901033401489,488.0
90,0.6047949194908142,0.6048387289047241,0.6018518209457397,0.6098901033401489,488.0
91,0.6047799587249756,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
92,0.6047891974449158,0.6048387289047241,0.6000000238418579,0.6098901033401489,488.0
93,0.6047802567481995,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
94,0.6047755479812622,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
95,0.6047883033752441,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
96,0.6047859787940979,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
97,0.6047832369804382,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
98,0.6047715544700623,0.60447758436203,0.6018518209457397,0.6098901033401489,488.0
99,0.6047977209091187,0.60447758436203,0.6017441749572754,0.6098901033401489,488.0
100,0.604783833026886,0.60447758436203,0.6000000238418579,0.6098901033401489,488.0
