epoch,train_loss,val_loss,lr
1,5.761730131736169,5.488410662631599,5e-05
2,5.4394461020445215,5.283431131012586,5e-05
3,5.304476597370246,5.175781400836244,5e-05
4,5.2224895770733175,5.110669977810918,5e-05
5,5.16662297982436,5.064299792659526,5e-05
6,5.125592615665534,5.023931775774274,5e-05
7,5.093436406208919,4.993129735090295,5e-05
8,5.064458115895589,4.9672494129258755,5e-05
9,5.04094173113505,4.942791106749554,5e-05
10,5.0195604813404575,4.920753605511724,5e-05
11,4.999881386145567,4.908092824780211,5e-05
12,4.984256974244729,4.8950939956976445,5e-05
13,4.970189537146153,4.8750563640983735,5e-05
14,4.95731794773004,4.864992560172568,5e-05
15,4.946408151968932,4.8568054559279465,5e-05
16,4.93642440086756,4.848551881556609,5e-05
17,4.928212901873466,4.840565924741784,5e-05
18,4.920091448074732,4.833666991214363,5e-05
19,4.911893812815348,4.827165535518101,5e-05
20,4.905228955929096,4.820564902558619,5e-05
21,4.899877848991981,4.819352432173126,5e-05
22,4.893198371544862,4.8143201458210845,5e-05
23,4.888885601972922,4.809461681210265,5e-05
24,4.8835846387423,4.804949166823406,5e-05
25,4.879038891425499,4.7990739686148505,5e-05
26,4.874633318338638,4.7984175779381575,5e-05
27,4.870111328516251,4.795798180054645,5e-05
28,4.866561950781406,4.78998791928194,5e-05
29,4.863318422513131,4.787380272028398,5e-05
30,4.859566561381022,4.7869552057616565,5e-05
31,4.856254745141054,4.785830862668096,5e-05
32,4.853129668113513,4.778910685558708,5e-05
33,4.8504284479679205,4.780160013510256,5e-05
34,4.847518505194248,4.77811818706746,5e-05
35,4.845505647170238,4.776209573356473,5e-05
36,4.843139897860014,4.77258334841047,5e-05
37,4.840108157426883,4.771626418950606,5e-05
38,4.838213830116468,4.769151274038821,5e-05
39,4.835478956271441,4.7702319622039795,5e-05
40,4.833870306993142,4.766663736226607,5e-05
41,4.8320224872002235,4.766229055365738,5e-05
42,4.8300891203758045,4.763208627700806,5e-05
43,4.828125243309216,4.761597652824557,5e-05
44,4.826774885715582,4.7590652728567315,5e-05
45,4.824271735166892,4.759452605734066,5e-05
46,4.822996276464218,4.758696687464812,5e-05
47,4.821180703089787,4.758799985963471,5e-05
48,4.820257372733874,4.756696097704829,5e-05
49,4.818552344884628,4.7548927628264135,5e-05
50,4.816757949193319,4.75178260705909,5e-05
51,4.815969293545454,4.752553686803701,5e-05
52,4.814290353579399,4.752487800559219,5e-05
53,4.812841754081922,4.748978517493423,5e-05
54,4.812184712825677,4.749997902889641,5e-05
55,4.810820042781341,4.746296167373657,5e-05
56,4.8100483454190766,4.747134919069251,5e-05
57,4.808450596149151,4.746871354628582,5e-05
58,4.808293986931825,4.750782003208083,5e-05
59,4.806909146675697,4.746944626983331,5e-05
60,4.805683806003668,4.746532435319861,5e-05
61,4.804825951502873,4.744001909178131,5e-05
62,4.804445461126474,4.745238849094936,5e-05
63,4.803432180942633,4.743316436300472,5e-05
64,4.8026287372295675,4.741541984129925,5e-05
65,4.801907199468368,4.7447207363284365,5e-05
66,4.801004085785303,4.740572384425572,5e-05
67,4.800993825227787,4.741740679254337,5e-05
68,4.7997026480161225,4.745281219482422,5e-05
69,4.798872210429265,4.7393227839956475,5e-05
70,4.798679890999427,4.739958855570579,5e-05
71,4.797581318097237,4.74025821685791,5e-05
72,4.797443193044418,4.740542260967955,5e-05
73,4.7971088018172825,4.738519055502755,5e-05
74,4.79635709860386,4.737157291295577,5e-05
75,4.796230846796281,4.7363303680809175,5e-05
76,4.796022264774029,4.736144241021604,5e-05
77,4.795326399191832,4.737610374178205,5e-05
78,4.794549676699516,4.73888036669517,5e-05
79,4.795046724417271,4.734024733913188,5e-05
80,4.79366293320289,4.733084547276399,5e-05
81,4.794102004858163,4.735305898043574,5e-05
82,4.793973399431278,4.7365825760121245,5e-05
83,4.793568146534455,4.73284759326857,5e-05
84,4.79309874803592,4.735109699015715,5e-05
85,4.792746333586864,4.73607308037427,5e-05
86,4.792105821462778,4.7373902797698975,5e-05
87,4.7931853991288405,4.735514353732674,5e-05
88,4.7929005402785085,4.734923158373151,5e-05
89,4.792000310848921,4.7351210457938055,5e-05
90,4.7922167032192915,4.737289365457029,5e-05
91,4.792771821144299,4.737713891632703,5e-05
92,4.792828644238986,4.731072649663808,5e-05
93,4.793333096381946,4.733250248188875,5e-05
94,4.792827161153157,4.738167840607312,5e-05
95,4.7933464160332315,4.735989186228538,5e-05
96,4.79328978122809,4.735436390857307,5e-05
97,4.793334660163293,4.73675580413974,5e-05
98,4.794972441746638,4.736639869456389,5e-05
99,4.795776747434568,4.737326957741562,5e-05
100,4.795870958230434,4.740825249224293,5e-05
