epoch,train_loss,val_loss,lr
1,5.488224110236534,5.0076899723130825,5e-05
2,4.974276240666708,4.7899990908953605,5e-05
3,4.839801320051536,4.734230897864517,5e-05
4,4.786427731391711,4.7075276520787455,5e-05
5,4.761702169516147,4.694006272724697,5e-05
6,4.747197218430348,4.691084414112325,5e-05
7,4.739127700756757,4.687392682445292,5e-05
8,4.732476456960042,4.684180371615351,5e-05
9,4.727189781726935,4.680759361812046,5e-05
10,4.722703165885729,4.681765415230576,5e-05
11,4.71963369785211,4.6774201636411705,5e-05
12,4.716963687309852,4.6767050782028505,5e-05
13,4.713824325952775,4.675422546814899,5e-05
14,4.711586900857779,4.672201876737634,5e-05
15,4.709641774495442,4.672509392913507,5e-05
16,4.707897105583778,4.672099259434914,5e-05
17,4.705847075046637,4.671395900298138,5e-05
18,4.704176923556205,4.668773393241727,5e-05
19,4.703367254061576,4.667810877975152,5e-05
20,4.702112139188326,4.667884067613251,5e-05
21,4.7013251377986025,4.668469779345454,5e-05
22,4.699597801306309,4.665637342297301,5e-05
23,4.698860409320929,4.665024922818554,5e-05
24,4.6986816846407375,4.667008103156577,5e-05
25,4.6977919065035305,4.665719421542421,5e-05
26,4.697059270663139,4.6662909352049535,5e-05
27,4.69624828069638,4.663996949487803,5e-05
28,4.69536022406358,4.664400460768719,5e-05
29,4.6948011386088835,4.665392914596869,5e-05
30,4.694658633990166,4.663680164181456,5e-05
31,4.6940038570990925,4.6632071757803155,5e-05
32,4.693247447869717,4.662318088570419,5e-05
33,4.6928838864350935,4.663951542912697,5e-05
34,4.692318026224772,4.662099862585262,5e-05
35,4.691918326646854,4.6617149041623485,5e-05
36,4.691161193603125,4.660721331226583,5e-05
37,4.690971000377949,4.66163166688413,5e-05
38,4.690474541982015,4.662468871291803,5e-05
39,4.690505766257262,4.66020926164121,5e-05
40,4.690141219359178,4.660747552404598,5e-05
41,4.689735754942283,4.660610223303036,5e-05
42,4.68944649818616,4.662811824253628,5e-05
43,4.689194641357813,4.660756797206645,5e-05
44,4.689041708677243,4.661644380919787,5e-05
45,4.688507372293717,4.658825120147394,5e-05
46,4.6885516704657135,4.659375468078925,5e-05
47,4.6876435047540905,4.661260317782967,5e-05
48,4.68755598679567,4.658632263845327,5e-05
49,4.686876432712261,4.659085400250493,5e-05
50,4.687320349766658,4.659158842904227,5e-05
51,4.687047305473914,4.658881202036021,5e-05
52,4.686495280877137,4.65977880419517,5e-05
53,4.686436083377936,4.659235419059287,5e-05
54,4.686146018443964,4.658606801714216,5e-05
55,4.685708664625119,4.658477500993378,5e-05
56,4.686201990567721,4.658648996937032,5e-05
57,4.685411497262808,4.658844947814941,5e-05
58,4.685745356633113,4.657974695672794,5e-05
59,4.685086621993627,4.657151956947482,5e-05
60,4.684990116266104,4.657862064789753,5e-05
61,4.685566973074889,4.6587673547316575,5e-05
62,4.6849548144218245,4.659440283872644,5e-05
63,4.684977138959445,4.657767826197099,5e-05
64,4.684533708523482,4.657990888673432,5e-05
65,4.684509669817411,4.657032908225546,5e-05
66,4.68441430483109,4.657304126389173,5e-05
67,4.684069775312375,4.657858332809137,5e-05
68,4.683733481627244,4.657757939124594,5e-05
69,4.6837283293406164,4.657390399855011,5e-05
70,4.683623307790512,4.656824671492284,5e-05
71,4.683421696149386,4.656457239267778,5e-05
72,4.683501521134988,4.65638391339049,5e-05
73,4.683354825239915,4.656939968770864,5e-05
74,4.682937878828782,4.65631762329413,5e-05
75,4.683173468174078,4.657484511939847,5e-05
76,4.682675482676579,4.656987550307293,5e-05
77,4.682635850172776,4.656359672546387,5e-05
78,4.682725249803983,4.655876242384618,5e-05
79,4.68251256942749,4.655821031453658,5e-05
80,4.682149466490134,4.656822039156544,5e-05
81,4.6829252291948364,4.6560061659131735,5e-05
82,4.68239395068242,4.657676108029424,5e-05
83,4.68199125681168,4.655589381042792,5e-05
84,4.6821900049845375,4.657374654497419,5e-05
85,4.681512968356793,4.65639954683732,5e-05
86,4.681805296433278,4.65510554216346,5e-05
87,4.681828715251043,4.655408465132421,5e-05
88,4.681885845233232,4.6547477780556195,5e-05
89,4.681744751563439,4.654717883285211,5e-05
90,4.68143006960551,4.655911864066611,5e-05
91,4.681196654148591,4.654748794983845,5e-05
92,4.681424337778336,4.654636602012479,5e-05
93,4.681166658646021,4.655440422953392,5e-05
94,4.681144741253975,4.6551954940873745,5e-05
95,4.681610469329051,4.657120067246106,5e-05
96,4.680928015097594,4.655427105572759,5e-05
97,4.681034073462853,4.655675610717462,5e-05
98,4.6810826399387455,4.656064009179874,5e-05
99,4.6806529852060175,4.654798799631547,5e-05
100,4.681272985996344,4.654962364508181,5e-05
